page;question;answer
43;Le caractère libre de l'acte d'exportation?;"Source: ALGEX Le caractère libre de l'acte d'exportation: En dehors de quelques exceptions visant à protéger notre cheptel, notre flore et notre patrimoine archéologique et historique, l'exportation est libre en Algérie et n'est soumise à aucune licence ou autorisation préalable. Cette libéralisation de l'acte d'exportation s'est notamment traduite par la création dans la nomenclature des activités du registre de commerce, des quatre codes d'activités ci-après: 701.101: Exportation de tous les produits agroalimentaires (frais, réfrigérés, surgelés ou congelés). 702.101: Exportation de tous les produits industriels manufacturés hors hydrocarbures. 702.102: Exportation de tous produits, hors hydrocarbures, non désignés ailleurs tels que les plantes, produits de la floriculture, d'animaux, etc. 702.103 • Exportation de tous produits pharmaceutiques et de tous produits et articles destinés à l'emballage des produits pharmaceutiques; • Exportation de catguts stériles, ligatures stériles similaires pour sutures chirurgicales, adhésifs stériles pour tissus organiques utilisés en chirurgie; hémostatiques stériles pour la chirurgie ou l'art dentaire etc.; • Exportation de: - Réactifs destinés à la détermination des groupes ou facteurs sanguins; - Ciments et autres produits d'obturation dentaire: trousses et boites à pharmacie garnies pour soins de première urgence. « 1 2... 40 41 42 43 44 45 46... 49 50 »"
44;Facilitations portuaires?;"Source: ALGEX Facilitations portuaires: Quatre (4) mesures de facilitations ont été mises en œuvre par l'Entreprise Portuaire d'Alger (EPAL) depuis le début de l'année 2003; celles-ci portent sur: - Affectation d'un magasin aménagé à recevoir en priorité les marchandises destinées à l'exportation, d'une superficie de 1000 m2 au quai N°09/2 zone nord – accès N°01; - Affectation d'un terre-plein de 1.862 m2 à la zone centre pour la mise à quai des marchandises destinées à l'exportation, entrée accès N°04 - zone centre- grand môle Bologhine; - Franchise de dix (10) jours pour le paiement des frais d'entreposage et de magasinage avant embarquement, des marchandises d'origine algérienne destinées à l'exportation; - Dégrèvements modulés des frais de manutention et d'acconage pour les cargaisons à exporter, selon la régularité et le volume des opérations. « 1 2... 41 42 43 44 45 46 47... 49 50 »"
47;C'est quoi le code à barres GS1?;"source www.algex.dz Le code à barres GS1: Le système GS1 développe des standards internationaux pour l'identification des produits, utilisant le code à barres et l'identification par radiofréquence ainsi que les standards business-to-business pour le commerce électronique et la synchronisation des données. A l'exportation, le produit ne portant pas le code à barre GS1 est refusé par la distribution dans le pays acheteur. Pour cela l'exportateur devra: - Immatriculer ses produits selon la norme GS1; - Veiller au respect des normes GS1 dans la réalisation de ses codes à barres; - Prévoir suffisamment à l'avance cette codification pour ne pas retarder (ou perdre) un marché."
47;Qui peut délivrer des numéros de code à barres et les différents standards de GS1?;"Source: ALGEX En Algérie, l'Association GS1 Algeria est la seule source officielle autorisée à délivrer des numéros de code à barres et les différents standards de GS1. Le préfixe alloué à GS1 Algeria pour les entreprises algériennes est le ""613"". Pour demander le code à barre s'adresser à GS1 Algeria au: BU: 10-16, 10ème étage au Centre Commercial et d'Affaires "" EL QODS "" Cheraga - Alger BP 285 Hacen Badi, El Harrach - Alger Tél.: + 213 21 34 10 46/47/48 Fax: + 213 21 34 10 49 E-mail: info@gs1.dz « 1 2... 42 43 44 45 46 47 48 49 50 »"
48;Quel est l'objectif de la nouvelle procédure de délivrance du certificat de conformité?;Source: Algex L'objectif de la nouvelle procédure de délivrance du certificat de conformité: Renforcer la présence de l'Algérie sur les marchés mondiaux et dans le cadre de la stratégie nationale de développement et de promotion des exportations hors hydrocarbures, le Centre Algérien du Contrôle de la Qualité et de l'Emballage (CACQE) a mis en place une nouvelle procédure pour délivrer les certificats de conformité aux opérateurs économiques, suite à une note transmise par le Ministère du Commerce.
48;Quelle est la procédure de délivrance du certificat de conformité?;Source: Algex La procédure de délivrance du certificat de conformité: La procédure consiste à adresser une demande au Directeur Général du CACQE en mentionnant des informations concernant l'opérateur économique dont le nom et prénom et la raison sociale de l'opérateur économiques, l'adresse du siège social ou de local commercial, la dénomination du produit à exporter, le numéro de lot, la date de fabrication, la date de péremption, la quantité à exporter, le conditionnement et les pays destinataires. Il s'agit également de présenter la réglementation du pays destinataire et la fiche technique du produit avec le cachet et la signature du fabricant. L'opérateur économique doit transmettre la copie de la demande, après accusée de réception au niveau de la Direction Général du CACQE, à la Direction du Commerce de la Wilaya (D.C.W) territorialement compétente pour procéder aux prélèvements effectués par les agents habilités.
48;Qui délivre le certificat de conformité?;Source: Algex Les laboratoires de la répression des fraudes (CACQE) sont appelés également à analyser les échantillons et établir un certificat de conformité conformément aux conclusions portées sur le bulletin d'analyse et signé par le Directeur Général du CACQE. « 1 2... 42 43 44 45 46 47 48 49 50 »
50;Que prévoit la convention?;Cette convention et son programme exécutif prévoient l'établissement d'une Zone Arabe de Libre Echange entre les parties contractantes. Son objectif est de relancer le processus de l'intégration économique Arabe.
50;Quels sont les dispositions de la convention de facilitation et de développement des échanges commerciaux entre les Etats arabes?;Les dispositions de ladite convention et son programme exécutif s'appliquent: - Aux produits originaires de cette zone pouvant être échangés sous un régime tarifaire préférentiel entre l' Algérie et les Etats Arabes. - à l'exception: d'une liste des produits exclus des avantages fiscaux Quel est le régime tarifaire préférentiel applicable aux produits originaires échangés entre les pays Arabes: Les produits originaires des Etats arabes, non exclus de la zone arabe de libre échange qu'ils soient Importés en Algérie ou exportés de l'Algérie vers un pays arabe: Bénéficient d'une exonération totale des droits de douanes et des droits et taxes d'effet équivalent. NB: Seul le droit de douane est concerné par l'exonération
50;Quelles sont les règles d'origine applicables dans le cadre de la Grande Zone Arabe de Libre Echange?;Règles d'origine applicables dans le cadre de la Grande Zone Arabe de Libre Echange: Afin d'éviter les pratiques frauduleuses et de préserver les intérêts du trésor public, la détermination et les contrôles de l'origine des marchandises s'avèrent indispensables: Toutes marchandises importées ou exportées dans le cadre de la Grande Zone Arabe de Libre Echange(GZALE) doivent satisfaire au principe des règles annoncées dans l'article 09 de la convention. Ces règles sont régies par les décisions du conseil économique et social chargé de la mise en œuvre du programme exécutif.
50;C'est quoi une Certificat d'origine?;Le caractère originaire de ces marchandises doit être justifié par un certificat d'origine. Les marchandises devront être aussi transportées directement entre les Etats arabes. Des dispositions générales et des règles d'origine détaillées pour les produits des chapitres et des positions tarifaires sont adoptées par le conseil. Ces dispositions sont tranchées définitivement par le comité technique des règles d'origine de la ligue arabe.
50;Quels sont les produits qui peuvent acquérir le caractère originaire?;"Les produits qui peuvent acquérir le caractère originaire sont: - Les produits entièrement obtenus; - Les produits non entièrement obtenus ou transformés; - Les produits satisfaisant aux règles de cumul d'origine. Afin de profiter des avantages préférentiels accordés lors de l'importation d'un produit à partir d'un pays arabe membre de la GZALE, un certificat d'origine justifiant le caractère originaire d'un produit doit être fourni au moment de son dédouanement."
50;Quand est ce que le certificat d'origine n'est pas exiger?;"Sont dispensés de la production du certificat les petits envois, dépourvus de tout caractère commercial. Ces petits envois doivent être adressés à des particuliers ou contenus dans les bagages des voyageurs. Leur contre-valeur en dinars algériens n'excède pas: - 500 $US, en ce qui concerne les petits envois; - 1200 $US, en ce qui concerne les bagages personnels des voyageurs."
